pdbid,-logKd/Ki,set
2x09,3.76,refined
3d6q,3.76,core
4c6x,3.76,general
4tu4,3.76,refined
4w52,3.76,refined
1kui,3.77,refined
1mpl,3.77,general
2uuo,3.77,general
2v2h,3.77,refined
2xaj,3.77,general
2y9g,3.77,refined
3ao2,3.77,refined
3fum,3.77,general
3hav,3.77,general
3kqm,3.77,general
3nuu,3.77,general
3s0j,3.77,general
3vi2,3.77,general
3wkd,3.77,general
4j86,3.77,general
4k8o,3.77,general
4q46,3.77,refined
4w5a,3.77,general
3nq3,3.78,refined
3qi3,3.78,general
4dhm,3.78,general
4klv,3.78,general
4tnw,3.78,general
1wbv,3.79,general
2clk,3.79,refined
2xtk,3.79,general
4xqb,3.79,general
1kug,3.8,refined
1li6,3.8,refined
1nje,3.8,refined
1ybo,3.8,general
2ggd,3.8,general
2hb1,3.8,core
3as3,3.8,general
3nfk,3.8,general
3q2m,3.8,general
3t09,3.8,refined
3vv6,3.8,general
3zlx,3.8,general
4ajl,3.8,refined
4umr,3.8,general
5aib,3.8,general
1mxl,3.81,general
2hu6,3.81,refined
2jup,3.81,general
2o9a,3.81,general
2ou7,3.81,general
3ai8,3.81,refined
3lce,3.81,general
4q9s,3.81,general
1hn4,3.82,refined
2gfj,3.82,general
3g2h,3.82,refined
3sgt,3.82,general
3tiz,3.82,general
3ud5,3.82,general
4aba,3.82,refined
4bks,3.82,refined
4egi,3.82,general
4fl3,3.82,general
4keq,3.82,refined
4mmm,3.82,refined
4y2t,3.82,general
5d7e,3.82,general
1r0x,3.83,general
1r10,3.83,general
1yhm,3.83,general
2osf,3.83,general
4ozo,3.83,general
1bky,3.84,general
1j15,3.84,general
1j16,3.84,refined
1utj,3.84,refined
2k4i,3.84,general
3ck8,3.84,general
3lzz,3.84,refined
3ril,3.84,general
4bt9,3.84,general
4ce2,3.84,general
4d9p,3.84,general
4kv9,3.84,general
5acw,3.84,general
1n1t,3.85,general
1n1v,3.85,general
1sre,3.85,general
1vcu,3.85,general
2vhq,3.85,general
2wzs,3.85,refined
2yb0,3.85,refined
3kqo,3.85,general
3mv0,3.85,refined
3wq5,3.85,refined
4ivk,3.85,general
4kiu,3.85,refined
3lbz,3.86,refined
3rtx,3.86,general
3spf,3.86,refined
4bnt,3.86,general
4i9u,3.86,refined
1aj7,3.87,refined
1v16,3.87,refined
2f6y,3.87,general
2y55,3.87,general
3g2l,3.87,refined
3h03,3.87,general
3npa,3.87,general
3w5n,3.87,refined
3wjw,3.87,refined
4ab8,3.87,general
4ijl,3.87,general
4nbk,3.87,refined
3dda,3.88,general
3si4,3.88,refined
4mjp,3.88,refined
4prb,3.88,general
5afk,3.88,general
1m0q,3.89,refined
1xfv,3.89,general
2ctc,3.89,refined
2x85,3.89,general
2xiz,3.89,general
3iae,3.89,refined
3obx,3.89,refined
3src,3.89,general
3ti1,3.89,general
3u4i,3.89,general
3umo,3.89,refined
4aj4,3.89,refined
4dgb,3.89,general
4dhn,3.89,general
4lqy,3.89,general
4nl1,3.89,refined
4ufk,3.89,refined
1avn,3.9,refined
1exw,3.9,general
1slg,3.9,general
2gvv,3.9,refined
2qw1,3.9,refined
2rkm,3.9,refined
2vhj,3.9,refined
2vuk,3.9,refined
2wor,3.9,refined
2wos,3.9,refined
2xel,3.9,general
2xpc,3.9,refined
3wk7,3.9,general
3zj8,3.9,general
3zvw,3.9,general
4k5n,3.9,general
4kqq,3.9,general
4kqr,3.9,general
4men,3.9,general
4n9c,3.9,refined
4qgi,3.9,refined
5ai8,3.9,general
9icd,3.9,general
1kuk,3.91,refined
2oei,3.91,general
2vte,3.91,general
3l5b,3.91,general
1ahx,3.92,general
1pr5,3.92,refined
2l8r,3.92,general
2vth,3.92,general
2yim,3.92,general
3ap4,3.92,refined
3fgc,3.92,general
3gk4,3.92,general
3twp,3.92,core
3uih,3.92,general
3zhf,3.92,general
4i2w,3.92,general
4pd7,3.92,general
1h5v,3.93,refined
2a5b,3.93,refined
2cbz,3.93,refined
3jvk,3.93,general
3qi4,3.93,general
4dho,3.93,general
1v1m,3.94,refined
1z3t,3.94,general
2h9n,3.94,general
2v3d,3.94,refined
3bwk,3.94,general
3pp7,3.94,general
3t0m,3.94,general
4fcm,3.94,general
4hv3,3.94,general
4k3q,3.94,general
4kva,3.94,general
4rgd,3.94,general
2lo6,3.95,general
2xvn,3.95,general
3c0z,3.95,general
3fsj,3.95,general
3kze,3.95,general
4bi6,3.95,refined
1mrs,3.96,refined
1x9d,3.96,general
2ad5,3.96,general
2fpz,3.96,refined
2kvm,3.96,general
2l1b,3.96,general
2odd,3.96,general
2vi5,3.96,general
2wec,3.96,refined
3c39,3.96,refined
3gt9,3.96,refined
3h2a,3.96,general
3uxg,3.96,general
4ac3,3.96,general
4ce3,3.96,general
4gqr,3.96,refined
4joj,3.96,general
4yyn,3.96,general
4zmf,3.96,general
5c3k,3.96,general
1ai6,3.97,general
1l5q,3.97,general
2flh,3.97,general
3fu6,3.97,general
4aa2,3.97,general
4agn,3.97,core
4ibg,3.97,refined
4twy,3.97,general
1v11,3.98,refined
2l7u,3.98,general
2uup,3.98,general
3b3c,3.98,refined
4agm,3.98,refined
4k5o,3.98,general
5c7f,3.98,general
1ax2,3.99,general
1rpf,3.99,refined
2g8r,3.99,refined
2q8y,3.99,general
3chg,3.99,general
4edu,3.99,general
4i7l,3.99,refined
4u2y,3.99,general
4w53,3.99,general
1a7c,4.0,general
1a86,4.0,general
1e5j,4.0,refined
1fhr,4.0,general
1gfz,4.0,general
1j4k,4.0,general
1jyi,4.0,general
1kqb,4.0,general
1la3,4.0,general
1lgw,4.0,refined
1mx1,4.0,general
1nu3,4.0,refined
1s9v,4.0,general
1tlo,4.0,general
1tni,4.0,refined
1utt,4.0,general
1wc1,4.0,refined
1wc6,4.0,general
1z3c,4.0,general
2bow,4.0,general
2brp,4.0,general
2buv,4.0,refined
2c8y,4.0,general
2j9l,4.0,general
2ja3,4.0,general
2kfx,4.0,general
2kp8,4.0,general
2ohr,4.0,general
2ot1,4.0,refined
2qcg,4.0,general
2qrl,4.0,refined
2rin,4.0,refined
2whp,4.0,refined
3a1c,4.0,refined
3c4e,4.0,general
3fck,4.0,general
3ijh,4.0,refined
3m8t,4.0,refined
3qzt,4.0,general
3r9h,4.0,general
3r9o,4.0,general
3rpr,4.0,general
3rzb,4.0,general
3tvl,4.0,general
3vd9,4.0,refined
4ai8,4.0,general
4ayw,4.0,general
4bcw,4.0,general
4cfu,4.0,general
4gjb,4.0,general
4gxs,4.0,general
4iz0,4.0,general
4l7g,4.0,general
4p6c,4.0,refined
4tuh,4.0,general
4ucd,4.0,general
4umb,4.0,refined
4usj,4.0,general
4wym,4.0,general
4ylu,4.0,general
5a5p,4.0,general
5akk,4.0,general
5bvk,4.0,general
1b42,4.01,general
1c5z,4.01,core
1v2w,4.01,refined
2aoi,4.01,general
2vtl,4.01,general
2xz5,4.01,general
3fzn,4.01,refined
3kqw,4.01,general
3s3k,4.01,general
4eym,4.01,general
5auz,4.01,general
2wvz,4.02,refined
3as1,4.02,general
3ddb,4.02,general
3np7,4.02,general
3po1,4.02,refined
3ztd,4.02,general
4k8a,4.02,general
1mv0,4.03,general
2ohp,4.03,general
2q8m,4.03,refined
2qrm,4.03,refined
2rm0,4.03,general
2w0z,4.03,general
2x96,4.03,refined
3bxh,4.03,refined
3mt7,4.03,general
3nq9,4.03,core
3ueo,4.03,general
4bi2,4.03,general
4kab,4.03,general
4msn,4.03,core
4pri,4.03,general
4wmv,4.03,general
1hi5,4.04,refined
1l7x,4.04,general
1li2,4.04,refined
2c02,4.04,general
4nmp,4.04,general
4ps0,4.04,general
4y2v,4.04,general
1awi,4.05,general
1pwy,4.05,general
1r4w,4.05,refined
1toi,4.05,refined
1tuf,4.05,refined
2rk7,4.05,general
2w66,4.05,core
3ck7,4.05,general
3d9n,4.05,general
3fjz,4.05,refined
3isw,4.05,general
3n8k,4.05,refined
3qx9,4.05,refined
3thd,4.05,general
4xm6,4.05,general
4y32,4.05,general
2clh,4.06,refined
2clo,4.06,general
2loz,4.06,general
3h2f,4.06,general
3m3c,4.06,refined
4b85,4.06,general
4fem,4.06,general
8a3h,4.06,refined
1at6,4.07,general
1gj4,4.07,general
1hyo,4.07,refined
1wax,4.07,general
2v2v,4.07,refined
2va5,4.07,general
2vtd,4.07,general
2wgi,4.07,general
2x5o,4.07,general
3avb,4.07,general
3mag,4.07,general
3mct,4.07,general
4bdb,4.07,general
4eft,4.07,general
4jok,4.07,general
4xmr,4.07,refined
1lb6,4.08,general
1n2v,4.08,general
1y2g,4.08,general
1yci,4.08,general
2auc,4.08,general
2d06,4.08,general
2kmx,4.08,general
2rke,4.08,refined
2z1w,4.08,refined
3f8w,4.08,general
3kwa,4.08,core
3r42,4.08,general
3rxo,4.08,general
4xdo,4.08,general
5a5z,4.08,general
1ai7,4.09,refined
1jn2,4.09,general
1o0n,4.09,refined
1y2b,4.09,general
2lk1,4.09,general
2v88,4.09,refined
3chc,4.09,general
3g2n,4.09,core
3rmf,4.09,general
4b9z,4.09,refined
4bdf,4.09,general
4c1h,4.09,general
4fxp,4.09,refined
4mji,4.09,general
4p72,4.09,general
4qkd,4.09,general
1c5t,4.1,refined
1gwm,4.1,general
1lxf,4.1,general
1odj,4.1,refined
1rry,4.1,general
1rzx,4.1,general
2bvs,4.1,refined
2f18,4.1,general
2qiq,4.1,general
2qju,4.1,general
2uw3,4.1,general
2xuc,4.1,general
3b78,4.1,general
3ewz,4.1,general
3gk1,4.1,refined
3iod,4.1,refined
4c66,4.1,general
4cr9,4.1,core
4do3,4.1,general
4k6t,4.1,general
4p75,4.1,general
4uyd,4.1,general
5cc2,4.1,refined
1d6s,4.11,general
1p19,4.11,refined
1z3v,4.11,general
2c1n,4.11,general
2exm,4.11,refined
2o9k,4.11,general
2uw8,4.11,general
3d6o,4.11,refined
3l5d,4.11,general
3ncr,4.11,general
3oyw,4.11,refined
3v4t,4.11,refined
4bdh,4.11,general
4ih5,4.11,core
4lh6,4.11,general
1bsk,4.12,general
1e55,4.12,general
1i33,4.12,general
1uy8,4.12,general
3a1d,4.12,refined
3fu5,4.12,general
3ivc,4.12,refined
3ivq,4.12,general
3mam,4.12,refined
3mkn,4.12,general
3th0,4.12,general
4aa1,4.12,general
4bdg,4.12,general
4de2,4.12,core
4kxb,4.12,refined
4mi3,4.12,general
4qfn,4.12,refined
4whq,4.12,general
4whr,4.12,general
4whs,4.12,refined
4zow,4.12,refined
1v2q,4.13,general
3ozt,4.13,core
3qto,4.13,refined
4hxj,4.13,general
4ovf,4.13,refined
4yc0,4.13,refined
1gny,4.14,general
3adu,4.14,general
3sna,4.14,general
3t4n,4.14,general
3tvx,4.14,general
4cc3,4.14,general
4i7m,4.14,refined
4ibi,4.14,refined
4k6u,4.14,general
4trw,4.14,general
5dq8,4.14,refined
1m2x,4.15,refined
1om9,4.15,general
1q91,4.15,refined
2alv,4.15,general
2mc1,4.15,general
2toh,4.15,general
2v2q,4.15,refined
2vt3,4.15,refined
2xg9,4.15,refined
3a9i,4.15,refined
3axk,4.15,general
3c8e,4.15,refined
3d51,4.15,refined
3dz2,4.15,general
3m56,4.15,general
3q8h,4.15,general
3r9d,4.15,general
3sur,4.15,refined
3sus,4.15,refined
3wk9,4.15,general
4abh,4.15,refined
4cr5,4.15,refined
4esi,4.15,general
4ibe,4.15,refined
4kz4,4.15,refined
4o45,4.15,general
4ok3,4.15,general
5afm,4.15,general
3d3x,4.16,general
3qzv,4.16,general
3si3,4.16,refined
4bi1,4.16,general
4jkw,4.16,refined
4klb,4.16,general
1mns,4.17,general
1v2s,4.17,refined
2pl9,4.17,general
2vxj,4.17,general
3d9l,4.17,general
3qfd,4.17,refined
4azt,4.17,general
4b9w,4.17,general
4jof,4.17,general
4nzb,4.17,general
4oma,4.17,refined
4q1s,4.17,general
4w54,4.17,general
1o9e,4.18,general
2lh8,4.18,general
2qfu,4.18,refined
3avl,4.18,general
3q2j,4.18,refined
1at5,4.19,general
1hi3,4.19,refined
1k3t,4.19,general
2lya,4.19,general
2pmc,4.19,general
2wl4,4.19,general
3ayd,4.19,general
3b3w,4.19,refined
3cft,4.19,refined
3cr5,4.19,refined
3ds4,4.19,general
3ee2,4.19,general
3f3a,4.19,core
3my5,4.19,general
3nok,4.19,general
3srb,4.19,general
3sv2,4.19,refined
4j8g,4.19,general
4n9a,4.19,refined
4nra,4.19,refined
4q83,4.19,refined
4yyi,4.19,general
1c5y,4.2,refined
1c87,4.2,refined
1ghw,4.2,refined
1n3z,4.2,refined
2r2b,4.2,refined
2x4s,4.2,general
3b8h,4.2,general
3djp,4.2,refined
3hqh,4.2,general
3qx5,4.2,refined
3rg2,4.2,general
4tww,4.2,general
4wbo,4.2,general
4x1p,4.2,general
1odi,4.21,refined
1qk4,4.21,refined
1ulg,4.21,general
1yon,4.21,general
2j83,4.21,general
2qmj,4.21,general
3sov,4.21,general
3uec,4.21,general
3wkb,4.21,general
4bqs,4.21,refined
4pda,4.21,general
4tw6,4.21,general
4u6w,4.21,refined
4ucs,4.21,general
1aze,4.22,general
1gx0,4.22,general
1joj,4.22,general
1kv5,4.22,refined
1pzi,4.22,refined
1t5f,4.22,refined
1ua4,4.22,refined
2imb,4.22,general
2kzu,4.22,general
2l65,4.22,general
2ltw,4.22,general
2w6o,4.22,general
3f80,4.22,refined
3kyq,4.22,refined
4asy,4.22,general
4gny,4.22,refined
4k63,4.22,general
4mo4,4.22,refined
4oak,4.22,refined
4own,4.22,general
4yy6,4.22,general
4zh4,4.22,general
1prl,4.23,general
1prm,4.23,general
2jke,4.23,refined
2jkp,4.23,refined
3nii,4.23,general
3zqe,4.23,refined
4bi0,4.23,general
4qfp,4.23,refined
4x3h,4.23,general
5ak4,4.23,general
2bes,4.24,refined
2ksp,4.24,general
2x52,4.24,general
3ayc,4.24,general
3cj3,4.24,general
3h78,4.24,refined
3uwk,4.24,general
4f8h,4.24,general
4fpk,4.24,general
5e13,4.24,refined
1juq,4.25,general
1li3,4.25,refined
2mji,4.25,general
3d27,4.25,general
3u4h,4.25,general
4k75,4.25,general
4lpg,4.25,general
1u8t,4.26,general
2l12,4.26,general
2qrk,4.26,refined
3lk1,4.26,general
3qwc,4.26,refined
3tdh,4.26,general
3zmv,4.26,general
4r0a,4.26,refined
4u69,4.26,refined
4w9n,4.26,general
1g6r,4.27,general
1m5w,4.27,refined
1uyg,4.27,general
3ijg,4.27,general
4aoc,4.27,general
4bhz,4.27,general
4h36,4.27,general
4qfo,4.27,refined
1i5h,4.28,general
1ml1,4.28,general
2g96,4.28,general
2jo9,4.28,general
2vzr,4.28,refined
2wmr,4.28,general
3cr4,4.28,general
3f5j,4.28,refined
3gta,4.28,refined
3i4a,4.28,general
3jrs,4.28,refined
3tzd,4.28,general
4b95,4.28,general
4fak,4.28,general
4ufj,4.28,refined
4y2s,4.28,general
5a6n,4.28,general
5al1,4.28,general
1e2l,4.29,refined
1v2l,4.29,refined
1v2m,4.29,general
2wuf,4.29,refined
3zyh,4.29,general
4i3z,4.29,refined
4z7q,4.29,general
1a30,4.3,core
1amk,4.3,refined
1det,4.3,refined
1mfg,4.3,general
1ppw,4.3,general
1qm4,4.3,general
1rs2,4.3,general
1w3k,4.3,refined
1xsc,4.3,general
2cli,4.3,refined
2cll,4.3,general
2csm,4.3,general
2exg,4.3,general
2pix,4.3,general
2q7y,4.3,refined
2xnn,4.3,general
2ylp,4.3,general
2ylq,4.3,general
3ivg,4.3,core
3moe,4.3,refined
3mta,4.3,general
3n46,4.3,general
3obu,4.3,refined
3t0b,4.3,refined
3upk,4.3,refined
3zmu,4.3,general
4cqf,4.3,general
4eoh,4.3,refined
4hwt,4.3,general
4ibk,4.3,refined
4iu1,4.3,general
4jc1,4.3,refined
4k7o,4.3,refined
4kij,4.3,general
4o24,4.3,general
4o43,4.3,general
4o5g,4.3,general
4o61,4.3,refined
4u0a,4.3,general
4u0b,4.3,general
4wyz,4.3,general
4xhv,4.3,general
4zme,4.3,refined
5aic,4.3,general
1ajq,4.31,refined
1rgk,4.31,general
2tpi,4.31,refined
2wkt,4.31,general
2z3z,4.31,general
3q5u,4.31,general
3r8z,4.31,general
3vb4,4.31,general
3vb7,4.31,general
3wk8,4.31,general
4b7z,4.31,general
4kow,4.31,refined
4mi6,4.31,general
4ny3,4.31,general
4u0c,4.31,general
4u0d,4.31,general
1gu3,4.32,general
2boi,4.32,general
2ha6,4.32,refined
2qtt,4.32,refined
2x4u,4.32,general
3c3q,4.32,general
3nth,4.32,general
3tpu,4.32,general
4hco,4.32,general
4q7p,4.32,refined
4rsk,4.32,refined
4u43,4.32,refined
4ucc,4.32,refined
1olx,4.33,refined
2uze,4.33,general
2xo8,4.33,general
3aya,4.33,general
3l7a,4.33,refined
4cc2,4.33,general
4cc7,4.33,general
4ibj,4.33,refined
4ijh,4.33,refined
1e3v,4.34,refined
1jyc,4.34,general
1z6s,4.34,refined
2ha5,4.34,refined
2iv9,4.34,general
3r5m,4.34,general
3uvx,4.34,general
4lys,4.34,general
5agi,4.34,general
1ghv,4.35,refined
1sv3,4.35,refined
1t37,4.35,general
1yfz,4.35,refined
1zm6,4.35,general
2rok,4.35,general
3feg,4.35,general
4a2a,4.35,general
4eeh,4.35,general
4ez3,4.35,general
4j82,4.35,general
4owv,4.35,refined
1dy4,4.36,refined
1n5z,4.36,general
1wbw,4.36,general
1we2,4.36,general
2ez7,4.36,refined
2fys,4.36,general
3c3o,4.36,general
3dpc,4.36,general
3rsr,4.36,refined
3wpn,4.36,general
4idz,4.36,general
4nbn,4.36,refined
5alv,4.36,general
1bug,4.37,general
1td7,4.37,refined
2jdy,4.37,general
2zif,4.37,general
4clz,4.37,general
4dt2,4.37,general
4gu9,4.37,refined
4o3t,4.37,general
1bhf,4.38,refined
1p7m,4.38,general
1qvt,4.38,general
2wmu,4.38,general
2y4a,4.38,general
3b24,4.38,refined
3guz,4.38,refined
3nfl,4.38,general
3sc1,4.38,general
3snb,4.38,general
3u9q,4.38,core
4ce1,4.38,general
5afj,4.38,general
1jh1,4.39,general
1uyc,4.39,general
2avq,4.39,refined
2hjb,4.39,refined
3c3r,4.39,general
3djo,4.39,refined
3e62,4.39,general
3snc,4.39,general
3tll,4.39,general
4b82,4.39,general
4bek,4.39,general
4mdr,4.39,general
4p4t,4.39,general
1btn,4.4,general
1jmq,4.4,general
1p57,4.4,refined
1py1,4.4,general
2ohs,4.4,general
2pwd,4.4,refined
2vio,4.4,general
3ava,4.4,general
3fcf,4.4,general
3fn0,4.4,general
3i5r,4.4,general
3itu,4.4,general
3jzg,4.4,refined
3l6x,4.4,general
3np9,4.4,general
3unn,4.4,general
3va4,4.4,general
3wgg,4.4,refined
3zls,4.4,general
4abd,4.4,refined
4b80,4.4,general
4dy6,4.4,refined
4omk,4.4,refined
4pl0,4.4,general
4pp0,4.4,refined
4zh3,4.4,general
5aer,4.4,general
5ai6,4.4,general
6cha,4.4,general
6rsa,4.4,general
7kme,4.4,general
1i8j,4.41,general
1l6s,4.41,general
1no6,4.41,refined
1olu,4.41,refined
2csn,4.41,refined
2ypp,4.41,refined
3iqi,4.41,general
3rqf,4.41,general
3rsx,4.41,core
3uxd,4.41,refined
3vb6,4.41,general
3zqt,4.41,general
4exs,4.41,refined
4fpf,4.41,general
4ou3,4.41,refined
4qn9,4.41,general
4usi,4.41,general
5bot,4.41,general
1h00,4.42,general
1rsi,4.42,general
1tjp,4.42,refined
2poq,4.42,general
2vr0,4.42,general
2wfg,4.42,general
3dri,4.42,refined
3igb,4.42,general
3p23,4.42,general
3qvv,4.42,general
3rtm,4.42,general
4cc5,4.42,refined
4ek9,4.42,refined
4nrb,4.42,general
4q7s,4.42,refined
1rgl,4.43,general
1rst,4.43,general
2a3c,4.43,general
2f6v,4.43,general
2ha0,4.43,general
2pu2,4.43,refined
2we3,4.43,refined
2wyf,4.43,refined
3art,4.43,general
3b82,4.43,general
3kqr,4.43,refined
3m3e,4.43,refined
3pxf,4.43,core
3pxq,4.43,general
3r69,4.43,general
3tvw,4.43,general
3vbt,4.43,general
4axd,4.43,refined
4bdd,4.43,general
4dsy,4.43,refined
4ibf,4.43,refined
4joo,4.43,general
4jpy,4.43,refined
4kcx,4.43,refined
4mnq,4.43,general
4qf9,4.43,refined
4ykj,4.43,refined
1k2v,4.44,general
2amt,4.44,refined
2aoh,4.44,general
2q9y,4.44,general
3ex3,4.44,general
3hfj,4.44,general
3iiw,4.44,general
3k27,4.44,general
3okc,4.44,general
3pd3,4.44,general
3u81,4.44,refined
3wb4,4.44,general
4d1b,4.44,general
4dhp,4.44,general
4hcz,4.44,general
4jfd,4.44,general
4k3o,4.44,general
4pd6,4.44,general
4rrr,4.44,general
4x2l,4.44,general
4zsr,4.44,general
5azf,4.44,refined
1zhk,4.45,general
2wbg,4.45,core
3atp,4.45,general
4g2r,4.45,general
4h71,4.45,general
1qvu,4.46,general
1v1k,4.46,general
1w84,4.46,general
1wvc,4.46,general
2h9m,4.46,general
2j4q,4.46,general
2lyb,4.46,general
2pt9,4.46,general
2v85,4.46,general
2v86,4.46,general
2w2u,4.46,general
2zit,4.46,general
3bmn,4.46,general
3jq8,4.46,general
3jqa,4.46,general
3jqf,4.46,general
3pqz,4.46,general
3sgv,4.46,general
3tsz,4.46,general
4gki,4.46,refined
4i8n,4.46,refined
4urn,4.46,general
5akg,4.46,general
5c3p,4.46,refined
2bj4,4.47,general
2f70,4.47,general
2r2w,4.47,refined
2v83,4.47,general
3hec,4.47,general
3hl5,4.47,refined
3skk,4.47,general
4cix,4.47,general
4cu8,4.47,refined
4lh7,4.47,general
4mra,4.47,general
4owo,4.47,general
4ym4,4.47,general
5afn,4.47,general
5dtj,4.47,general
5eay,4.47,general
1jaq,4.48,refined
1qan,4.48,refined
1r5v,4.48,general
1zkk,4.48,general
2jq9,4.48,general
2ogy,4.48,refined
2wwj,4.48,general
2xln,4.48,general
3bsc,4.48,general
3p17,4.48,refined
3pd4,4.48,general
3s0o,4.48,general
3t01,4.48,refined
3udm,4.48,general
3vd7,4.48,general
4bvb,4.48,general
4dhl,4.48,refined
4eke,4.48,general
4oks,4.48,refined
4rxc,4.48,general
1hi4,4.49,refined
1j14,4.49,refined
1o7o,4.49,refined
2prj,4.49,general
3f9y,4.49,general
3h26,4.49,general
3hl8,4.49,refined
3kmy,4.49,refined
3l2y,4.49,general
3udk,4.49,general
4ccd,4.49,general
4cwf,4.49,refined
4dhq,4.49,general
4el0,4.49,refined
4nmq,4.49,general
1d6n,4.5,general
2eg8,4.5,refined
3n7h,4.5,refined
3ro0,4.5,general
3sw8,4.5,refined
4dcx,4.5,general
4j81,4.5,general
1gi7,4.51,refined
1zkn,4.51,general
2r1y,4.51,refined
2xct,4.51,general
2yog,4.51,general
2zlf,4.51,general
3aas,4.51,refined
3puj,4.51,general
3uug,4.51,refined
4abb,4.51,refined
4d2w,4.51,general
4g90,4.51,refined
4jfe,4.51,general
4jxv,4.51,general
4ok5,4.51,general
4z2o,4.51,general
5auv,4.51,general
1a85,4.52,general
1ctt,4.52,refined
1gu1,4.52,refined
1mrn,4.52,refined
1uyf,4.52,general
1xz8,4.52,general
1z4n,4.52,general
1z4o,4.52,refined
2a4m,4.52,refined
2bua,4.52,general
2gfk,4.52,general
2h1h,4.52,general
2lyw,4.52,general
2opy,4.52,general
2puy,4.52,general
2ra6,4.52,refined
2vl8,4.52,general
2vur,4.52,general
2wl5,4.52,general
2wm0,4.52,refined
2xf0,4.52,general
3bzf,4.52,refined
3ccb,4.52,general
3dga,4.52,general
3fdt,4.52,general
3g4f,4.52,general
3gy7,4.52,refined
3ksl,4.52,general
3lau,4.52,general
3q7j,4.52,general
3r0w,4.52,general
3r6u,4.52,refined
3t0l,4.52,general
3w5t,4.52,general
4dcy,4.52,general
4gzw,4.52,refined
4igq,4.52,general
4p0a,4.52,general
4pku,4.52,general
4pml,4.52,general
4pnn,4.52,general
4pns,4.52,general
4pyn,4.52,general
4pyo,4.52,general
4trc,4.52,refined
3h30,4.53,refined
3l81,4.53,general
3otx,4.53,general
3ued,4.53,general
4x49,4.53,general
5dms,4.53,general
1amw,4.54,refined
1b2h,4.54,refined
1czq,4.54,general
1i8h,4.54,general
1lyx,4.54,refined
1lzo,4.54,general
1oko,4.54,general
1szd,4.54,refined
1w80,4.54,general
2frd,4.54,general
2v96,4.54,general
2w5i,4.54,general
2zz1,4.54,refined
2zz2,4.54,refined
3d9p,4.54,general
3iub,4.54,refined
3wka,4.54,general
3zn1,4.54,general
4b76,4.54,refined
4bd3,4.54,general
4m5h,4.54,general
4nw2,4.54,general
4x3t,4.54,general
1czo,4.55,general
1h08,4.55,general
1rrw,4.55,general
1utc,4.55,general
2aof,4.55,general
2qn2,4.55,general
2w92,4.55,general
2xag,4.55,general
3adt,4.55,general
3aqa,4.55,general
3as0,4.55,general
3b2q,4.55,refined
3djv,4.55,refined
3mt8,4.55,general
3oq5,4.55,general
3p8p,4.55,refined
3ppq,4.55,refined
3rr4,4.55,core
3suv,4.55,refined
3vby,4.55,general
3zmt,4.55,general
4hkp,4.55,general
4igk,4.55,general
4leg,4.55,general
4mx5,4.55,general
4myd,4.55,refined
4oz3,4.55,general
2cgv,4.56,general
3uw9,4.56,general
3ztc,4.56,general
4j73,4.56,general
4x3k,4.56,refined
1i41,4.57,general
1uj0,4.57,general
1w2g,4.57,general
2uzj,4.57,general
2uzo,4.57,general
2y2h,4.57,general
2y2n,4.57,general
3n8n,4.57,general
3p4w,4.57,general
3soq,4.57,general
3sym,4.57,refined
3wb5,4.57,general
4ciy,4.57,general
4dhr,4.57,general
4erk,4.57,general
4fp1,4.57,refined
4gvd,4.57,general
4i11,4.57,general
4or4,4.57,refined
4yrd,4.57,refined
5a3h,4.57,general
2k46,4.58,general
3nc4,4.58,general
3vvz,4.58,general
4bi7,4.58,refined
4qbm,4.58,general
1bma,4.59,refined
1d04,4.59,general
1fj4,4.59,general
1iew,4.59,general
1kak,4.59,general
1l2s,4.59,general
1vcj,4.59,general
2c69,4.59,general
2ihj,4.59,refined
2jiw,4.59,refined
2x6f,4.59,general
2x6y,4.59,general
2y2i,4.59,general
2ybs,4.59,general
3f3t,4.59,refined
3h2o,4.59,general
3hp9,4.59,refined
3iqh,4.59,general
3msk,4.59,general
3mt9,4.59,general
3ob2,4.59,general
3ujc,4.59,refined
3wq6,4.59,refined
4c6u,4.59,refined
4c6v,4.59,general
4dcv,4.59,general
4g8y,4.59,refined
4j74,4.59,refined
4nrp,4.59,general
4xbo,4.59,general
4xua,4.59,general
4zun,4.59,general
1f7b,4.6,general
1pa9,4.6,refined
1q9d,4.6,general
1tx7,4.6,refined
1u33,4.6,refined
1upf,4.6,refined
2fsv,4.6,general
2gg8,4.6,general
2hpa,4.6,general
2jaj,4.6,general
2kbr,4.6,general
2ohq,4.6,general
2pyy,4.6,refined
2q80,4.6,general
2r1w,4.6,general
2v54,4.6,refined
2v87,4.6,general
2vb8,4.6,refined
2vba,4.6,refined
2w6q,4.6,general
2wlz,4.6,refined
2x0y,4.6,refined
2yof,4.6,general
3cpb,4.6,general
3d7k,4.6,refined
3iqg,4.6,general
3k0h,4.6,general
3lkj,4.6,general
3t2c,4.6,general
3vhk,4.6,refined
4bc5,4.6,refined
4dfb,4.6,general
4dfu,4.6,general
4jal,4.6,refined
4p58,4.6,refined
4prd,4.6,general
4prh,4.6,general
4v1c,4.6,general
4z2p,4.6,general
2bo4,4.61,refined
2xs8,4.61,general
2yga,4.61,general
3lgs,4.61,refined
4a9c,4.61,general
4io4,4.61,refined
4ocq,4.61,refined
13gs,4.62,general
1f4f,4.62,refined
1joc,4.62,general
1l0a,4.62,general
