pdbid,-logKd/Ki,set
5v2l,3.54,general
6f5u,3.54,general
1v2r,3.55,refined
2ay3,3.55,general
2cle,3.55,refined
2clf,3.55,general
2clm,3.55,general
2hwg,3.55,general
2n7b,3.55,general
2qwc,3.55,refined
2xah,3.55,general
3pjg,3.55,general
3qvu,3.55,general
4aji,3.55,refined
4k3m,3.55,general
4mjr,3.55,general
4n98,3.55,general
4nym,3.55,general
5av0,3.55,general
5btx,3.55,refined
5dts,3.55,general
5dva,3.55,general
5fpk,3.55,refined
5l8t,3.55,general
5vkm,3.55,general
6fn9,3.55,general
2hrm,3.56,general
2lsp,3.56,general
2ycm,3.56,general
4joe,3.56,general
6ccl,3.56,general
1h46,3.57,refined
1jwm,3.57,general
1np0,3.57,refined
2l1r,3.57,general
2rly,3.57,general
3ej5,3.57,general
3ff3,3.57,refined
4abg,3.57,core
4ck3,3.57,refined
4ibb,3.57,refined
4q8x,3.57,refined
4xm7,3.57,general
5a7b,3.57,core
5csh,3.57,general
5enf,3.57,general
5jz9,3.57,general
1vjc,3.58,general
3dx1,3.58,core
4g19,3.58,general
4y63,3.58,general
5q1g,3.58,general
5ual,3.58,general
6gjm,3.58,refined
1gww,3.59,general
1nli,3.59,refined
2gsu,3.59,refined
2nn8,3.59,general
2pgj,3.59,general
2pgl,3.59,general
3sl1,3.59,general
3x1k,3.59,general
4cd6,3.59,general
4cjq,3.59,refined
4k3r,3.59,general
4q7v,3.59,refined
5mxf,3.59,refined
6egs,3.59,general
1bo5,3.6,general
1d1p,3.6,general
1d7i,3.6,refined
1qw7,3.6,general
1uys,3.6,general
1w31,3.6,general
1zd4,3.6,general
2bgr,3.6,general
2fzk,3.6,refined
2oq6,3.6,general
2q6h,3.6,general
2qch,3.6,general
2qpu,3.6,refined
2wp1,3.6,general
2xdk,3.6,refined
2y68,3.6,general
3afk,3.6,general
3b3x,3.6,refined
3bb1,3.6,general
3g0i,3.6,refined
3jdw,3.6,refined
3kn0,3.6,general
3m3o,3.6,general
3pke,3.6,general
3t2p,3.6,general
4b3b,3.6,refined
4c1y,3.6,refined
4meo,3.6,general
4meq,3.6,general
5dqf,3.6,refined
5lvr,3.6,refined
5qac,3.6,general
5ujv,3.6,general
5y97,3.6,general
6gx3,3.6,general
8gpb,3.6,general
1g9s,3.61,general
2kff,3.61,general
2l98,3.61,general
2vfz,3.61,general
3ftu,3.61,general
3jzj,3.61,refined
3sk2,3.61,refined
4a4c,3.61,general
4ln2,3.61,general
4qp1,3.61,general
5c91,3.61,general
5lud,3.61,refined
5oqu,3.61,refined
5thi,3.61,general
6beb,3.61,general
1pb9,3.62,refined
3pcc,3.62,general
3st6,3.62,general
3udj,3.62,general
4bkt,3.62,core
4fxj,3.62,general
4nrc,3.62,general
4rrf,3.62,refined
4wy3,3.62,general
4yym,3.62,general
5qae,3.62,general
5qao,3.62,general
3fuj,3.63,general
3jpx,3.63,general
3rxm,3.63,general
4mm7,3.63,general
5dqe,3.63,refined
5ork,3.63,refined
1gyy,3.64,refined
1j5i,3.64,general
2azr,3.64,refined
2pem,3.64,general
2qwg,3.64,general
2rk8,3.64,refined
3px8,3.64,general
4bdi,3.64,general
4gui,3.64,general
4iuo,3.64,refined
5hog,3.64,general
5qa9,3.64,general
6ccs,3.64,general
6g28,3.64,general
1b9v,3.65,general
3vws,3.65,general
4agl,3.65,refined
4y4v,3.65,general
5aqk,3.65,general
5o1s,3.65,general
5qab,3.65,general
6gg5,3.65,general
1l6y,3.66,general
2qv7,3.66,general
2rny,3.66,general
2v00,3.66,core
3buh,3.66,refined
3ex6,3.66,general
3iny,3.66,general
3oy8,3.66,refined
3pcn,3.66,refined
3t2q,3.66,refined
3tsd,3.66,general
4aia,3.66,refined
4fl2,3.66,refined
5b6c,3.66,general
5ggn,3.66,general
5kh7,3.66,general
5m17,3.66,refined
5nzn,3.66,refined
5qak,3.66,general
2bve,3.67,general
3fts,3.67,general
3h2m,3.67,general
3h2n,3.67,general
4cig,3.67,core
4ibd,3.67,refined
4lnp,3.67,general
4mww,3.67,general
4n99,3.67,general
5er5,3.67,general
5fog,3.67,refined
5fol,3.67,refined
5vdq,3.67,general
6fzu,3.67,general
1c3x,3.68,refined
1qsc,3.68,general
2x6x,3.68,refined
2za3,3.68,general
3ioc,3.68,refined
3isj,3.68,refined
3uwl,3.68,general
4aje,3.68,refined
4io7,3.68,refined
4isu,3.68,refined
4mx1,3.68,general
4oru,3.68,general
5f3t,3.68,general
5wxo,3.68,general
6cfc,3.68,refined
1l2z,3.69,general
2a8g,3.69,refined
3clp,3.69,general
3d7b,3.69,general
4gwi,3.69,general
4ovg,3.69,refined
4tte,3.69,refined
5ai0,3.69,general
5dkn,3.69,refined
5os7,3.69,refined
6fdu,3.69,general
6gg4,3.69,refined
6gmd,3.69,general
1bcj,3.7,general
1e37,3.7,general
1fwu,3.7,general
1gz3,3.7,general
1gz4,3.7,general
1h0r,3.7,general
1i43,3.7,general
1loq,3.7,refined
1pdz,3.7,refined
1uy6,3.7,general
1uy7,3.7,general
1uyd,3.7,general
1uye,3.7,general
1w70,3.7,general
1wht,3.7,refined
2bjm,3.7,general
2bmz,3.7,general
2bvr,3.7,refined
2fx6,3.7,refined
3ex2,3.7,general
3ful,3.7,general
3kd7,3.7,general
3l59,3.7,refined
3mrt,3.7,general
3n7a,3.7,core
3zlw,3.7,general
4ayt,3.7,general
4ayx,3.7,general
4b2d,3.7,general
4kza,3.7,general
4l7h,3.7,general
4l7j,3.7,general
4o4k,3.7,general
4pji,3.7,general
5c6o,3.7,general
5c6p,3.7,general
5c87,3.7,general
5dy7,3.7,general
5dya,3.7,general
5em3,3.7,general
5eva,3.7,general
5ewd,3.7,general
5g43,3.7,general
5hn0,3.7,general
5j41,3.7,refined
5jer,3.7,general
5qag,3.7,general
5vdu,3.7,general
5vdv,3.7,general
5vdw,3.7,general
6chm,3.7,general
6gjj,3.7,refined
2vfk,3.71,refined
3fj7,3.71,refined
3g32,3.71,refined
3wkc,3.71,general
4k5m,3.71,general
4mjq,3.71,general
1ai5,3.72,refined
1fwv,3.72,general
1grp,3.72,refined
1ugy,3.72,general
2am4,3.72,refined
2h9p,3.72,general
2r23,3.72,refined
2yde,3.72,general
3f5l,3.72,refined
3ms2,3.72,general
3q6z,3.72,refined
4jog,3.72,general
4tk1,3.72,general
4tk2,3.72,general
4tln,3.72,refined
4ufm,3.72,refined
5enh,3.72,general
5qas,3.72,general
1b2m,3.73,general
2vta,3.73,general
3ati,3.73,general
3fjg,3.73,refined
3h91,3.73,general
3rxd,3.73,general
4fz3,3.73,refined
4y5s,3.73,general
6g46,3.73,general
1f5k,3.74,refined
1ihy,3.74,general
1oh4,3.74,general
2dwx,3.74,general
2wq5,3.74,refined
2xp4,3.74,general
3kpv,3.74,general
3mrv,3.74,general
3v30,3.74,general
4bv2,3.74,general
4pre,3.74,general
4yk0,3.74,refined
4yux,3.74,general
5a7c,3.74,general
5khj,3.74,general
6cef,3.74,general
6gjr,3.74,refined
6gxu,3.74,general
2iyf,3.75,general
2pyi,3.75,general
3d6p,3.75,refined
3gep,3.75,general
4kov,3.75,general
5l4h,3.75,general
5ldo,3.75,general
2x09,3.76,refined
3d6q,3.76,core
4c6x,3.76,general
4tu4,3.76,refined
4w52,3.76,refined
5jid,3.76,general
5qa6,3.76,general
5x9h,3.76,general
6bhh,3.76,general
1kui,3.77,refined
1mpl,3.77,general
2uuo,3.77,general
2v2h,3.77,refined
2xaj,3.77,general
2y9g,3.77,general
3ao2,3.77,refined
3fum,3.77,general
3hav,3.77,general
3kqm,3.77,general
3nuu,3.77,general
3s0j,3.77,general
3vi2,3.77,general
3wkd,3.77,general
4j86,3.77,general
4k8o,3.77,general
4q46,3.77,refined
4w5a,3.77,general
5ewh,3.77,general
5h7h,3.77,general
5orr,3.77,general
5qa4,3.77,general
5qa8,3.77,refined
5qad,3.77,general
5qar,3.77,general
5v8o,3.77,general
6fuh,3.77,refined
3nq3,3.78,refined
3qi3,3.78,general
4dhm,3.78,general
4klv,3.78,general
4tnw,3.78,general
5aqf,3.78,general
6g0v,3.78,general
1wbv,3.79,general
2clk,3.79,refined
2xtk,3.79,general
4xqb,3.79,general
5etf,3.79,general
5mos,3.79,general
6g2a,3.79,general
1kug,3.8,refined
1li6,3.8,refined
1nje,3.8,refined
1ybo,3.8,general
2ggd,3.8,general
2hb1,3.8,core
3as3,3.8,general
3nfk,3.8,general
3q2m,3.8,general
3t09,3.8,refined
3vv6,3.8,general
3zlx,3.8,general
4ajl,3.8,refined
4odk,3.8,general
4umr,3.8,general
4yb7,3.8,general
5aib,3.8,general
5ech,3.8,general
5eci,3.8,general
5h1t,3.8,refined
5lg3,3.8,general
5qax,3.8,general
5qb0,3.8,general
5uf0,3.8,refined
6bnh,3.8,general
1mxl,3.81,general
2hu6,3.81,refined
2jup,3.81,general
2o9a,3.81,general
2ou7,3.81,general
3ai8,3.81,refined
3lce,3.81,general
4q9s,3.81,general
5wbf,3.81,general
1hn4,3.82,refined
2gfj,3.82,general
3g2h,3.82,general
3sgt,3.82,general
3tiz,3.82,general
3ud5,3.82,general
4aba,3.82,refined
4bks,3.82,refined
4egi,3.82,general
4fl3,3.82,general
4keq,3.82,refined
4mmm,3.82,refined
4y2t,3.82,general
5d7e,3.82,general
5qai,3.82,general
5vfm,3.82,general
1r0x,3.83,general
1r10,3.83,general
1yhm,3.83,general
2osf,3.83,general
4ozo,3.83,general
6f5w,3.83,general
1bky,3.84,general
1j15,3.84,general
1j16,3.84,refined
1utj,3.84,refined
2k4i,3.84,general
3ck8,3.84,general
3lzz,3.84,refined
3ril,3.84,general
4bt9,3.84,general
4ce2,3.84,general
4d9p,3.84,general
4kv9,3.84,general
5acw,3.84,general
5mnn,3.84,refined
5mno,3.84,general
5mo2,3.84,general
5qah,3.84,general
6eks,3.84,general
1n1t,3.85,general
1n1v,3.85,general
1sre,3.85,general
1vcu,3.85,general
2ncz,3.85,general
2vhq,3.85,general
2wzs,3.85,refined
2yb0,3.85,refined
3kqo,3.85,general
3mv0,3.85,refined
3wq5,3.85,general
4ivk,3.85,general
4kiu,3.85,refined
5btv,3.85,refined
5dhp,3.85,general
5qat,3.85,general
5tha,3.85,general
5wkh,3.85,general
6czd,3.85,general
3lbz,3.86,general
3rtx,3.86,general
3spf,3.86,refined
4bnt,3.86,general
4i9u,3.86,refined
5dtq,3.86,general
5g4m,3.86,refined
5ldm,3.86,refined
5oh9,3.86,refined
5wxg,3.86,general
5ylj,3.86,general
6gjl,3.86,refined
1aj7,3.87,refined
1v16,3.87,refined
2f6y,3.87,general
2y55,3.87,general
3g2l,3.87,general
3h03,3.87,general
3npa,3.87,general
3w5n,3.87,refined
3wjw,3.87,refined
4ab8,3.87,general
4ijl,3.87,general
4nbk,3.87,refined
5iyv,3.87,general
5oh3,3.87,refined
5wkf,3.87,general
6b7f,3.87,general
6gji,3.87,refined
3dda,3.88,general
3si4,3.88,refined
4mjp,3.88,refined
4prb,3.88,general
5afk,3.88,general
5eqe,3.88,refined
5lm4,3.88,general
5mk1,3.88,general
1m0q,3.89,refined
1xfv,3.89,general
2ctc,3.89,refined
2x85,3.89,general
2xiz,3.89,general
3iae,3.89,refined
3obx,3.89,general
3src,3.89,general
3ti1,3.89,general
3u4i,3.89,general
3umo,3.89,general
4aj4,3.89,refined
4dgb,3.89,general
4dhn,3.89,general
4lqy,3.89,general
4nl1,3.89,refined
4ufk,3.89,refined
5etu,3.89,general
5iu6,3.89,general
5kde,3.89,general
1avn,3.9,refined
1exw,3.9,general
1slg,3.9,general
2gvv,3.9,refined
2qw1,3.9,refined
2rkm,3.9,refined
2vhj,3.9,refined
2vuk,3.9,refined
2wor,3.9,refined
2wos,3.9,refined
2xel,3.9,general
2xpc,3.9,general
3wk7,3.9,general
3zj8,3.9,general
3zvw,3.9,general
4k5n,3.9,general
4kqq,3.9,general
4kqr,3.9,general
4men,3.9,general
4n9c,3.9,refined
4qgi,3.9,refined
5ai8,3.9,general
5lzj,3.9,general
5mli,3.9,general
5nzm,3.9,general
9icd,3.9,general
1kuk,3.91,refined
2oei,3.91,general
2vte,3.91,general
3l5b,3.91,general
5b1s,3.91,general
5qaa,3.91,general
6min,3.91,general
1ahx,3.92,general
1pr5,3.92,refined
2l8r,3.92,general
2vth,3.92,general
2yim,3.92,general
3ap4,3.92,refined
3fgc,3.92,general
3gk4,3.92,general
3twp,3.92,core
3uih,3.92,general
3zhf,3.92,general
4i2w,3.92,general
4pd7,3.92,general
5axi,3.92,general
5hn7,3.92,general
5t1i,3.92,general
1h5v,3.93,refined
2a5b,3.93,refined
2cbz,3.93,refined
3jvk,3.93,general
3qi4,3.93,general
4dho,3.93,general
6g9i,3.93,refined
1v1m,3.94,refined
1z3t,3.94,general
2h9n,3.94,general
2v3d,3.94,refined
3bwk,3.94,general
3pp7,3.94,general
3t0m,3.94,general
4fcm,3.94,general
4hv3,3.94,general
4k3q,3.94,general
4kva,3.94,general
4rgd,3.94,general
5lws,3.94,general
5o1g,3.94,general
2lo6,3.95,general
2xvn,3.95,general
3c0z,3.95,general
3fsj,3.95,general
3kze,3.95,general
4bi6,3.95,refined
5f5b,3.95,general
5fou,3.95,refined
5izc,3.95,general
5m5d,3.95,refined
5o1c,3.95,general
6cbg,3.95,refined
6fdq,3.95,general
1mrs,3.96,refined
1x9d,3.96,general
2ad5,3.96,general
2fpz,3.96,refined
2kvm,3.96,general
2l1b,3.96,general
2odd,3.96,general
2vi5,3.96,general
2wec,3.96,refined
3c39,3.96,refined
3gt9,3.96,refined
3h2a,3.96,general
3uxg,3.96,general
4ac3,3.96,general
4ce3,3.96,general
4gqr,3.96,refined
4joj,3.96,general
4yyn,3.96,general
4zmf,3.96,general
5c3k,3.96,general
5ofx,3.96,general
5qa7,3.96,general
5qan,3.96,general
5yvt,3.96,general
6fgf,3.96,general
1ai6,3.97,general
1l5q,3.97,general
2flh,3.97,general
3fu6,3.97,general
4aa2,3.97,general
4agn,3.97,core
4ibg,3.97,refined
4twy,3.97,general
1v11,3.98,refined
2l7u,3.98,general
2uup,3.98,general
3b3c,3.98,refined
4agm,3.98,refined
4k5o,3.98,general
5c7f,3.98,general
5c85,3.98,general
5f2w,3.98,general
5jdc,3.98,general
5jek,3.98,general
5os8,3.98,refined
5yj8,3.98,refined
6bef,3.98,general
6fx1,3.98,general
1ax2,3.99,general
1rpf,3.99,refined
2g8r,3.99,general
2q8y,3.99,general
3chg,3.99,general
4edu,3.99,general
4i7l,3.99,refined
4u2y,3.99,general
4w53,3.99,general
5jim,3.99,general
5t70,3.99,general
1a7c,4.0,general
1a86,4.0,general
1e5j,4.0,refined
1fhr,4.0,general
1gfz,4.0,general
1j4k,4.0,general
1jyi,4.0,general
1kqb,4.0,general
1lgw,4.0,refined
1mx1,4.0,general
1nu3,4.0,general
1s9v,4.0,general
1tlo,4.0,general
1tni,4.0,refined
1utt,4.0,general
1wc1,4.0,refined
1wc6,4.0,general
1z3c,4.0,general
2bow,4.0,general
2brp,4.0,general
2buv,4.0,refined
2c8y,4.0,general
2j9l,4.0,general
2ja3,4.0,general
2kfx,4.0,general
2kp8,4.0,general
2ohr,4.0,general
2ot1,4.0,refined
2qcg,4.0,general
2qrl,4.0,refined
2rin,4.0,refined
2whp,4.0,refined
3a1c,4.0,refined
3c4e,4.0,general
3fck,4.0,general
3ijh,4.0,refined
3qzt,4.0,general
3r9h,4.0,general
3r9o,4.0,general
3rpr,4.0,general
3rzb,4.0,general
3tvl,4.0,general
3vd9,4.0,refined
4ai8,4.0,general
4ayw,4.0,general
4bcw,4.0,general
4cfu,4.0,general
4gjb,4.0,general
4gxs,4.0,general
4iz0,4.0,general
4l7g,4.0,general
4p6c,4.0,refined
4tuh,4.0,general
4ucd,4.0,general
4umb,4.0,refined
4usj,4.0,general
4wym,4.0,general
4ylu,4.0,general
5a5p,4.0,general
5akk,4.0,general
5bvk,4.0,general
5f04,4.0,general
5f0c,4.0,general
5f27,4.0,general
5fpp,4.0,general
5g4n,4.0,refined
5h1v,4.0,refined
5j6s,4.0,general
5jao,4.0,general
5jv2,4.0,general
5kql,4.0,general
5mgk,4.0,refined
5npc,4.0,general
5npe,4.0,general
5qam,4.0,general
5qap,4.0,general
5wcm,4.0,refined
6axq,4.0,general
6cvd,4.0,general
1b42,4.01,general
1c5z,4.01,core
1v2w,4.01,refined
2aoi,4.01,general
2vtl,4.01,general
2xz5,4.01,general
3fzn,4.01,refined
3kqw,4.01,general
3s3k,4.01,general
4eym,4.01,general
5auz,4.01,general
5hlb,4.01,general
5hn8,4.01,general
5tg5,4.01,general
5wf7,4.01,general
5xof,4.01,general
6bec,4.01,general
6fam,4.01,general
2wvz,4.02,refined
3as1,4.02,general
3ddb,4.02,general
3np7,4.02,general
3po1,4.02,refined
3ztd,4.02,general
4k8a,4.02,general
5e3d,4.02,general
5glu,4.02,general
5thn,4.02,general
5u5k,4.02,general
5vsj,4.02,refined
6bgg,4.02,general
1mv0,4.03,general
2ohp,4.03,general
2q8m,4.03,refined
2qrm,4.03,general
2rm0,4.03,general
2w0z,4.03,general
2x96,4.03,refined
3bxh,4.03,refined
3mt7,4.03,general
3nq9,4.03,core
3ueo,4.03,general
4bi2,4.03,general
4kab,4.03,general
4msn,4.03,refined
4pri,4.03,general
4wmv,4.03,general
5e2l,4.03,refined
5fow,4.03,general
5hng,4.03,general
5nzf,4.03,refined
5oui,4.03,general
5w4s,4.03,general
5xo2,4.03,general
5yqn,4.03,general
6cze,4.03,refined
6ex0,4.03,general
6fns,4.03,general
1hi5,4.04,refined
1l7x,4.04,general
1li2,4.04,refined
2c02,4.04,general
4nmp,4.04,general
4ps0,4.04,general
4y2v,4.04,general
5epr,4.04,general
6at0,4.04,general
1awi,4.05,general
1pwy,4.05,general
1r4w,4.05,general
1toi,4.05,general
1tuf,4.05,general
2rk7,4.05,general
2w66,4.05,core
3ck7,4.05,general
3d9n,4.05,general
3fjz,4.05,general
3isw,4.05,general
3n8k,4.05,refined
3qx9,4.05,refined
3thd,4.05,general
4xm6,4.05,general
4y32,4.05,general
5gof,4.05,refined
5mk3,4.05,general
5mob,4.05,general
5vdp,4.05,general
2clh,4.06,refined
2clo,4.06,general
2loz,4.06,general
3h2f,4.06,general
3m3c,4.06,refined
4b85,4.06,general
4fem,4.06,general
5h9s,4.06,general
5mge,4.06,refined
5om2,4.06,refined
5or9,4.06,general
5x4o,4.06,general
8a3h,4.06,refined
1at6,4.07,general
1gj4,4.07,general
1hyo,4.07,refined
1wax,4.07,general
2v2v,4.07,refined
2va5,4.07,general
2vtd,4.07,general
2wgi,4.07,general
2x5o,4.07,general
3avb,4.07,general
3mag,4.07,general
3mct,4.07,general
4bdb,4.07,general
4eft,4.07,general
4jok,4.07,general
4xmr,4.07,refined
5mpz,4.07,refined
5ot9,4.07,refined
6agg,4.07,general
6dai,4.07,refined
1lb6,4.08,general
1n2v,4.08,general
1y2g,4.08,general
1yci,4.08,general
2auc,4.08,general
2d06,4.08,general
2kmx,4.08,general
2rke,4.08,refined
2z1w,4.08,refined
3f8w,4.08,general
3kwa,4.08,core
3r42,4.08,general
3rxo,4.08,general
4xdo,4.08,general
5a5z,4.08,general
5ksu,4.08,general
1ai7,4.09,refined
1jn2,4.09,general
1o0n,4.09,refined
1y2b,4.09,general
2lk1,4.09,general
2v88,4.09,refined
3chc,4.09,general
3g2n,4.09,core
3rmf,4.09,general
4b9z,4.09,refined
4bdf,4.09,general
4c1h,4.09,general
4fxp,4.09,refined
4mji,4.09,general
4p72,4.09,general
4qkd,4.09,general
5var,4.09,refined
6beh,4.09,general
1c5t,4.1,refined
1gwm,4.1,general
1lxf,4.1,general
1odj,4.1,refined
1rry,4.1,general
1rzx,4.1,general
2bvs,4.1,refined
2f18,4.1,general
2qiq,4.1,general
2qju,4.1,general
2uw3,4.1,general
2xuc,4.1,general
3b78,4.1,general
3ewz,4.1,general
3gk1,4.1,refined
3iod,4.1,refined
4c66,4.1,general
4cr9,4.1,core
4do3,4.1,general
4k6t,4.1,general
4p75,4.1,general
4uyd,4.1,general
5cc2,4.1,refined
5hv1,4.1,general
5kat,4.1,refined
5om3,4.1,refined
5t7s,4.1,refined
5w7x,4.1,general
6c98,4.1,general
6f6d,4.1,general
1d6s,4.11,general
1p19,4.11,refined
1z3v,4.11,general
2c1n,4.11,general
2exm,4.11,refined
2o9k,4.11,general
2uw8,4.11,general
3d6o,4.11,refined
3l5d,4.11,general
3ncr,4.11,general
3oyw,4.11,refined
3v4t,4.11,refined
4bdh,4.11,general
4ih5,4.11,core
4lh6,4.11,general
5dnu,4.11,refined
5e6o,4.11,refined
5fnc,4.11,refined
5kam,4.11,general
5mtv,4.11,general
5v8h,4.11,general
1bsk,4.12,general
1e55,4.12,general
1i33,4.12,general
1uy8,4.12,general
3a1d,4.12,refined
3fu5,4.12,general
3ivc,4.12,refined
3ivq,4.12,general
3mam,4.12,refined
3mkn,4.12,general
3th0,4.12,general
4aa1,4.12,general
4bdg,4.12,general
4de2,4.12,core
4kxb,4.12,refined
4mi3,4.12,general
4qfn,4.12,refined
4whq,4.12,general
4whr,4.12,general
4whs,4.12,refined
4zow,4.12,refined
5o5h,4.12,general
6cvv,4.12,refined
6g92,4.12,general
1v2q,4.13,general
3ozt,4.13,core
3qto,4.13,refined
4hxj,4.13,general
4ovf,4.13,refined
4yc0,4.13,refined
1gny,4.14,general
3adu,4.14,general
3sna,4.14,general
3t4n,4.14,general
3tvx,4.14,general
4cc3,4.14,general
4i7m,4.14,refined
4ibi,4.14,refined
4k6u,4.14,general
4trw,4.14,general
5dq8,4.14,refined
5fpi,4.14,general
5lvq,4.14,refined
6cct,4.14,general
1m2x,4.15,refined
1om9,4.15,general
1q91,4.15,refined
2alv,4.15,general
2mc1,4.15,general
2toh,4.15,general
2v2q,4.15,refined
2vt3,4.15,refined
2xg9,4.15,refined
3a9i,4.15,refined
3axk,4.15,general
3c8e,4.15,general
3d51,4.15,refined
3dz2,4.15,general
3m56,4.15,general
3q8h,4.15,general
3r9d,4.15,general
3sur,4.15,refined
3sus,4.15,refined
3wk9,4.15,general
4abh,4.15,refined
4cr5,4.15,refined
4esi,4.15,general
4ibe,4.15,refined
4kz4,4.15,refined
4o45,4.15,general
4ok3,4.15,general
5aan,4.15,refined
5afm,4.15,general
5njx,4.15,general
5ow1,4.15,general
5qau,4.15,general
5qav,4.15,general
5qb2,4.15,general
6h0b,4.15,general
3d3x,4.16,general
3qzv,4.16,general
3si3,4.16,refined
4bi1,4.16,general
4jkw,4.16,refined
4klb,4.16,general
5epp,4.16,general
5fyx,4.16,refined
5ito,4.16,refined
5t8q,4.16,general
6f55,4.16,general
1mns,4.17,general
1v2s,4.17,refined
2pl9,4.17,general
2vxj,4.17,general
3d9l,4.17,general
3qfd,4.17,refined
4azt,4.17,general
4b9w,4.17,general
4jof,4.17,general
4nzb,4.17,general
4oma,4.17,refined
4q1s,4.17,general
4w54,4.17,general
5bw4,4.17,refined
5f41,4.17,general
5ldk,4.17,general
5ldp,4.17,refined
5wa1,4.17,general
5x4n,4.17,general
6c28,4.17,general
1o9e,4.18,general
2lh8,4.18,general
2qfu,4.18,general
3avl,4.18,general
3q2j,4.18,refined
5m1z,4.18,general
5o0b,4.18,general
5op8,4.18,general
5vgy,4.18,refined
5yyz,4.18,general
6euz,4.18,general
6f8g,4.18,general
1at5,4.19,general
1hi3,4.19,refined
1k3t,4.19,general
2lya,4.19,general
2pmc,4.19,general
2wl4,4.19,general
3ayd,4.19,general
3b3w,4.19,refined
3cft,4.19,refined
3cr5,4.19,general
3ds4,4.19,general
3ee2,4.19,general
3f3a,4.19,core
3my5,4.19,general
3nok,4.19,general
3srb,4.19,general
3sv2,4.19,refined
4j8g,4.19,general
4n9a,4.19,refined
4nra,4.19,refined
4q83,4.19,refined
4yyi,4.19,general
5mih,4.19,general
6b0y,4.19,general
6cee,4.19,general
1c5y,4.2,refined
1c87,4.2,refined
1ghw,4.2,refined
1n3z,4.2,general
2r2b,4.2,general
2x4s,4.2,general
3b8h,4.2,general
3djp,4.2,refined
3hqh,4.2,general
3qx5,4.2,refined
3rg2,4.2,general
4tww,4.2,general
4wbo,4.2,general
4x1p,4.2,general
5dp4,4.2,general
5fcz,4.2,refined
5fdd,4.2,general
5mrh,4.2,general
5ofi,4.2,general
5ofu,4.2,general
5ot8,4.2,refined
1odi,4.21,refined
1qk4,4.21,refined
1ulg,4.21,general
1yon,4.21,general
2j83,4.21,general
2qmj,4.21,general
3sov,4.21,general
3uec,4.21,general
3wkb,4.21,general
4bqs,4.21,refined
4pda,4.21,general
4tw6,4.21,general
4u6w,4.21,refined
4ucs,4.21,general
5jcb,4.21,general
5n20,4.21,general
5n99,4.21,refined
5t6z,4.21,general
5ti0,4.21,refined
5wbo,4.21,refined
1aze,4.22,general
1gx0,4.22,general
1joj,4.22,general
1kv5,4.22,refined
1pzi,4.22,refined
1t5f,4.22,refined
1ua4,4.22,refined
2imb,4.22,general
2kzu,4.22,general
2l65,4.22,general
2ltw,4.22,general
2w6o,4.22,general
3f80,4.22,refined
3kyq,4.22,refined
4asy,4.22,general
4gny,4.22,refined
4k63,4.22,general
4mo4,4.22,refined
4oak,4.22,refined
4own,4.22,general
4yy6,4.22,general
4zh4,4.22,general
5kh3,4.22,refined
5niy,4.22,general
5tig,4.22,general
6bmr,4.22,general
6gxa,4.22,general
1prl,4.23,general
1prm,4.23,general
2jke,4.23,refined
2jkp,4.23,refined
2ndf,4.23,general
3nii,4.23,general
3zqe,4.23,refined
4bi0,4.23,general
4qfp,4.23,refined
4x3h,4.23,general
5ak4,4.23,general
5fnr,4.23,refined
5hna,4.23,general
5kap,4.23,general
5umw,4.23,general
2bes,4.24,refined
2ksp,4.24,general
2x52,4.24,general
3ayc,4.24,general
3cj3,4.24,general
3h78,4.24,refined
3uwk,4.24,general
4f8h,4.24,general
4fpk,4.24,general
5ajc,4.24,general
5csp,4.24,refined
5cu2,4.24,general
5e13,4.24,refined
5f8y,4.24,refined
5npf,4.24,general
5o0s,4.24,general
5oh2,4.24,refined
5u0w,4.24,refined
5uff,4.24,refined
5ut6,4.24,refined
6cq5,4.24,general
6fsd,4.24,general
1juq,4.25,general
1li3,4.25,refined
2mji,4.25,general
3d27,4.25,general
3u4h,4.25,general
4k75,4.25,general
4lpg,4.25,general
5b2d,4.25,refined
5ei3,4.25,refined
5j4n,4.25,general
5km9,4.25,refined
5om9,4.25,general
5q0i,4.25,general
6bhi,4.25,general
1u8t,4.26,general
2l12,4.26,general
2qrk,4.26,refined
3lk1,4.26,general
3qwc,4.26,refined
3tdh,4.26,general
3zmv,4.26,general
4r0a,4.26,refined
4u69,4.26,refined
4w9n,4.26,general
4xtp,4.26,general
5f9b,4.26,refined
5uiq,4.26,general
6bod,4.26,general
6e05,4.26,general
6e06,4.26,general
6gnm,4.26,refined
6mxe,4.26,general
1g6r,4.27,general
1m5w,4.27,refined
1uyg,4.27,general
3ijg,4.27,general
4aoc,4.27,general
4bhz,4.27,general
4h36,4.27,general
4qfo,4.27,refined
5mgf,4.27,refined
6hh5,4.27,refined
1gx4,4.28,general
1i5h,4.28,general
1ml1,4.28,general
2g96,4.28,general
2jo9,4.28,general
2vzr,4.28,refined
2wmr,4.28,general
3cr4,4.28,general
3f5j,4.28,refined
3gta,4.28,refined
3i4a,4.28,general
3jrs,4.28,refined
3tzd,4.28,general
4b95,4.28,general
4fak,4.28,general
4nq6,4.28,general
